Date,Type,Description,Amount,Balance,Tags
03 Dec 23,Credit,GOOGLEINDI / IMPS,90.0,11873.83,other_income
04 Dec 23,Debit,AIRTEL/PYTM/PAYAIR,266.1,11607.73,mobile_recharge
05 Dec 23,Credit,GOOGLEINDI / IMPS,1810.0,13417.73,other_income
05 Dec 23,Credit,BUNDL TECHNOLOGI,8875.61,22293.34,business_income
05 Dec 23,Credit,BUNDL TECHNOLOGI,1698.7,23992.04,business_income
05 Dec 23,Debit,BHARAT P/PYTM/PAYTM,4205.0,19787.04,miscellaneous_expense
05 Dec 23,Debit,L SURESH/HDFC/STARSURESH,14000.0,5787.04,miscellaneous_expense
05 Dec 23,Debit,DRADHIKA/CIUB/DRADHIKARA,3000.0,2787.04,miscellaneous_expense
06 Dec 23,Credit,GOOGLEINDI / IMPS,3550.0,6337.04,other_income
06 Dec 23,Debit,ADD MONE/PYTM/ADD-MONEY,1000.0,5337.04,miscellaneous_expense
06 Dec 23,Credit,ZOMATO LIMITED,15483.66,20820.7,business_income
06 Dec 23,Debit,EURONETG/ICIC/EURONETGPA,3226.9,17593.8,miscellaneous_expense
07 Dec 23,Credit,GOOGLEINDI / IMPS,120.0,17713.8,other_income
07 Dec 23,Credit,BUNDL TECHNOLOGI,858.11,18571.91,business_income
07 Dec 23,Credit,BUNDL TECHNOLOGI,5942.57,24514.48,business_income
08 Dec 23,Debit,MR KUMAR/IDIB/KUMARESAN,4360.0,20154.48,miscellaneous_expense
08 Dec 23,Debit,KARTHICK/IDFB/KARTHICKO,1026.0,19128.48,miscellaneous_expense
08 Dec 23,Debit,HALWA KA/PYTM/PAYTMQR88T,330.0,18798.48,miscellaneous_expense
09 Dec 23,Debit,ASIAN PL/ICIC/GPAY-11217,4030.0,14768.48,miscellaneous_expense
09 Dec 23,Debit,ASALDAS /KKBK/9884651814,4830.0,9938.48,miscellaneous_expense
11 Dec 23,Credit,GOOGLEINDI / IMPS,294.0,10232.48,other_income
11 Dec 23,Debit,MR A BEN/IDIB/BENEDICT A,1000.0,9232.48,miscellaneous_expense
11 Dec 23,Debit,NAVEENKU/HDFC/NAVEENKUMA,6250.0,2982.48,miscellaneous_expense
12 Dec 23,Credit,BUNDL TECHNOLOGI,2166.66,5149.14,business_income
12 Dec 23,Credit,BUNDL TECHNOLOGI,1899.07,7048.21,business_income
13 Dec 23,Debit,ADD MONE/PYTM/ADD-MONEY,1000.0,6048.21,miscellaneous_expense
13 Dec 23,Debit,AV TRADE/UTIB/9786199468,1800.0,4248.21,miscellaneous_expense
13 Dec 23,Credit,ZOMATO LIMITED,6151.23,10399.44,business_income
13 Dec 23,Credit,GOOGLEINDI / IMPS,620.0,11019.44,other_income
14 Dec 23,Credit,BUNDL TECHNOLOGI,4018.56,15038.0,business_income
14 Dec 23,Credit,BUNDL TECHNOLOGI,1541.07,16579.07,business_income
15 Dec 23,Credit,GOOGLEINDI / IMPS,1193.0,17772.07,other_income
16 Dec 23,Credit,GOOGLEINDI / IMPS,1442.0,19214.07,other_income
16 Dec 23,Debit,10002312/IBKL/1000231212,7120.0,12094.07,miscellaneous_expense
16 Dec 23,Debit,R HARUN /PYTM/PAYTMQR1BI,920.0,11174.07,miscellaneous_expense
16 Dec 23,Debit,PANDIYAN/PYTM/PAYTMQR6LO,2600.0,8574.07,miscellaneous_expense
16 Dec 23,Debit,SRI SAI /PYTM/PAYTM-8039,90.0,8484.07,miscellaneous_expense
16 Dec 23,Credit,GOOGLEINDI / IMPS,1265.0,9749.07,other_income
17 Dec 23,Credit,GOOGLEINDI / IMPS,1954.0,11703.07,other_income
19 Dec 23,Credit,GOOGLEINDI / IMPS,1125.0,12828.07,other_income
19 Dec 23,Credit,BUNDL TECHNOLOGI,5170.03,17998.1,business_income
19 Dec 23,Credit,BUNDL TECHNOLOGI,2246.09,20244.19,business_income
19 Dec 23,Debit,DHAKSHAN/KKBK/DHAKSHANCH,3900.0,16344.19,miscellaneous_expense
19 Dec 23,Debit,DUMMY NA/IDIB/7569291139,4200.0,12144.19,miscellaneous_expense
20 Dec 23,Credit,GOOGLEINDI / IMPS,1196.0,13340.19,other_income
20 Dec 23,Debit,ADD MONE/PYTM/ADD-MONEY,1000.0,12340.19,miscellaneous_expense
20 Dec 23,Credit,ZOMATO LIMITED,12661.98,25002.17,business_income
21 Dec 23,Credit,GOOGLEINDI / IMPS,1356.0,26358.17,other_income
21 Dec 23,Credit,BUNDL TECHNOLOGI,4545.14,30903.31,business_income
21 Dec 23,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,974.1,31877.41,other_income
21 Dec 23,Debit,TO ONL UPI/DR/MUKESH,16240.0,15637.41,p2p_transfer
21 Dec 23,Credit,BY ONL IMPS: GOOGLEINDI,1028.0,16665.41,other_income
23 Dec 23,Credit,BY ONL IMPS: GOOGLEINDI,484.0,17149.41,other_income
23 Dec 23,Debit,TO MONTHLY MAINTENANCE CHARGES,590.0,16559.41,fees_charges
23 Dec 23,Debit,TO ONL UPI/DR/ADD MONE,500.0,16059.41,p2p_transfer
24 Dec 23,Credit,BY ONL IMPS: GOOGLEINDI,826.0,16885.41,other_income
25 Dec 23,Debit,TO ONL UPI/DR/SHAZIA B,930.0,15955.41,p2p_transfer
25 Dec 23,Debit,TO ONL UPI/DR/ASIAN PL,13455.0,2500.41,p2p_transfer
26 Dec 23,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,2299.8,4800.21,other_income
26 Dec 23,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,1653.49,6453.7,other_income
27 Dec 23,Credit,BY NEFT TRF: ZOMATO LIMITED,8247.71,14701.41,other_income
28 Dec 23,Credit,BY ONL IMPS: GOOGLEINDI,887.0,15588.41,other_income
28 Dec 23,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,1140.17,16728.58,other_income
28 Dec 23,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,3948.3,20676.88,other_income
29 Dec 23,Debit,TO ONL UPI/DR/ADD MONE,1000.0,19676.88,p2p_transfer
30 Dec 23,Debit,TO ONL UPI/DR/MURUGAN,500.0,19176.88,p2p_transfer
30 Dec 23,Debit,TO ONL UPI/DR/SARATH E,700.0,18476.88,p2p_transfer
31 Dec 23,Debit,TO ONL UPI/DR/PRIYANKA,500.0,17976.88,p2p_transfer
31 Dec 23,Debit,TO ONL UPI/DR/KOMATHIR,1000.0,16976.88,p2p_transfer
31 Dec 23,Debit,TO ONL UPI/DR/AXIS BAN,1180.0,15796.88,p2p_transfer
01 Jan 24,Credit,BY ONL IMPS: GOOGLEINDI,242.0,16038.88,other_income
02 Jan 24,Debit,TO ONL UPI/DR/SUBHASHI,1019.0,15019.88,p2p_transfer
02 Jan 24,Debit,TO POS: TASMAC SHOP NO 4466 CHENNAI,2300.0,12719.88,shopping
02 Jan 24,Debit,TO ONL UPI/DR/IBIBO GR,945.0,11774.88,p2p_transfer
02 Jan 24,Debit,TO ONL UPI/DR/ABDUL AZ,10000.0,1774.88,p2p_transfer
03 Jan 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,1990.72,3765.6,other_income
03 Jan 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,4881.18,8646.78,other_income
03 Jan 24,Credit,BY NEFT TRF: ZOMATO LIMITED,10502.55,19149.33,other_income
03 Jan 24,Debit,TO ONL UPI/DR/APOLLO P,639.0,18510.33,healthcare_pharmacy
03 Jan 24,Credit,BY ONL IMPS: GOOGLEINDI,110.0,18620.33,other_income
04 Jan 24,Debit,TO ONL UPI/DR/SSHARMIL,340.0,18280.33,p2p_transfer
05 Jan 24,Debit,TO ONL UPI/DR/BALAJI T,7410.0,10870.33,p2p_transfer
05 Jan 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,2624.63,13494.96,other_income
05 Jan 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,738.92,14233.88,other_income
05 Jan 24,Debit,TO ONL UPI/DR/ZEE ENTE,710.0,13523.88,subscription
06 Jan 24,Debit,TO ONL UPI/DR/SATHISHK,2550.0,10973.88,p2p_transfer
06 Jan 24,Debit,TO ONL UPI/DR/KALLAVAN,5000.0,5973.88,p2p_transfer
06 Jan 24,Debit,TO ONL UPI/DR/VIDHU SU,299.0,5674.88,p2p_transfer
07 Jan 24,Credit,BY ONL IMPS: GOOGLEINDI,142.0,5816.88,other_income
07 Jan 24,Debit,TO ONL UPI/DR/SELVAMR2,2000.0,3816.88,p2p_transfer
09 Jan 24,Debit,TO ONL UPI/DR/ADD MONE,1000.0,2816.88,p2p_transfer
09 Jan 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,4470.62,7287.5,other_income
09 Jan 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,1199.67,8487.17,other_income
10 Jan 24,Credit,BY NEFT TRF: ZOMATO LIMITED,11743.07,20230.24,other_income
10 Jan 24,Debit,TO ONL UPI/DR/AV TRADE,4400.0,15830.24,p2p_transfer
11 Jan 24,Debit,TO ONL UPI/DR/VIJESH P,200.0,15630.24,p2p_transfer
12 Jan 24,Debit,TO ONL UPI/DR/SHARMILN,1450.0,14180.24,p2p_transfer
12 Jan 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,887.28,15067.52,other_income
12 Jan 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,4878.15,19945.67,other_income
12 Jan 24,Credit,BY ATM CASH DEPOSIT- CARDLESS,30000.0,49945.67,cash_deposit
12 Jan 24,Debit,TO ONL UPI/DR/NAGALING,30000.0,19945.67,p2p_transfer
14 Jan 24,Credit,BY ONL IMPS: GOOGLEINDI,1650.0,21595.67,other_income
16 Jan 24,Debit,TO ONL UPI/DR/ABDUL AZ,11700.0,9895.67,p2p_transfer
16 Jan 24,Debit,TO ONL UPI/DR/PARTHIPA,4180.0,5715.67,p2p_transfer
16 Jan 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,2293.41,8009.08,other_income
16 Jan 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,4697.71,12706.79,other_income
16 Jan 24,Debit,TO ONL UPI/DR/DUMMY NA,12000.0,706.79,p2p_transfer
17 Jan 24,Credit,BY NEFT TRF: ZOMATO LIMITED,16697.15,17403.94,other_income
17 Jan 24,Debit,TO ONL UPI/DR/IBIBO GR,2412.9,14991.04,p2p_transfer
17 Jan 24,Debit,TO ONL UPI/DR/ALAGURAJ,940.0,14051.04,p2p_transfer
17 Jan 24,Credit,BY ONL IMPS: HOTEL JAIH,3000.0,17051.04,other_income
17 Jan 24,Debit,TO ONL UPI/DR/EURONETG,14620.0,2431.04,p2p_transfer
18 Jan 24,Credit,BY ONL IMPS: GOOGLEINDI,300.0,2731.04,other_income
18 Jan 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,989.85,3720.89,other_income
18 Jan 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,4793.05,8513.94,other_income
19 Jan 24,Credit,BY ONL IMPS: GOOGLEINDI,672.0,9185.94,other_income
19 Jan 24,Debit,TO ONL UPI/DR/ADD MONE,835.8,8350.14,p2p_transfer
19 Jan 24,Debit,TO ONL UPI/DR/PANDIESH,3500.0,4850.14,p2p_transfer
20 Jan 24,Credit,BY ONL IMPS: GOOGLEINDI,551.0,5401.14,other_income
20 Jan 24,Debit,UPI/SEED2PLANT,147.0,5254.14,miscellaneous_expense
20 Jan 24,Debit,UPI/ADD-MONEY@,1000.0,4254.14,miscellaneous_expense
20 Jan 24,Debit,UPI/R B STOR,2125.0,2129.14,miscellaneous_expense
23 Jan 24,Credit,NEFT/BUNDL TECHNOLOGI,2334.6,4463.74,other_income
23 Jan 24,Credit,NEFT/BUNDL TECHNOLOGI,5467.7,9931.44,other_income
23 Jan 24,Debit,UPI/ANJALAI,2694.0,7237.44,miscellaneous_expense
24 Jan 24,Credit,IMPS/GOOGLEINDI,310.0,7547.44,other_income
24 Jan 24,Credit,NEFT/ZOMATO LIMITED,15176.45,22723.89,other_income
25 Jan 24,Credit,NEFT/BUNDL TECHNOLOGI,1224.93,23948.82,other_income
25 Jan 24,Credit,NEFT/BUNDL TECHNOLOGI,6061.64,30010.46,other_income
26 Jan 24,Credit,IMPS/GOOGLEINDI,200.0,30210.46,other_income
26 Jan 24,Debit,MONTHLY MAINTENANCE CHARGES,590.0,29620.46,fees_charges
26 Jan 24,Debit,SMS CHARGES,33.0,29587.46,fees_charges
26 Jan 24,Debit,UPI/THIYAGHA,25000.0,4587.46,miscellaneous_expense
26 Jan 24,Credit,IMPS/GOOGLEINDI,350.0,4937.46,other_income
27 Jan 24,Debit,POS/TASMAC SHOP,2220.0,2717.46,entertainment_dining_out
28 Jan 24,Credit,IMPS/GOOGLEINDI,200.0,2917.46,other_income
30 Jan 24,Debit,UPI/ADD-MONEY@,1000.0,1917.46,miscellaneous_expense
30 Jan 24,Credit,NEFT/BUNDL TECHNOLOGI,6567.52,8484.98,other_income
30 Jan 24,Credit,NEFT/BUNDL TECHNOLOGI,2557.08,11042.06,other_income
30 Jan 24,Credit,IMPS/GOOGLEINDI,500.0,11542.06,other_income
31 Jan 24,Debit,UPI/PRAKASHP,95.0,11447.06,miscellaneous_expense
31 Jan 24,Debit,UPI/SIVA SHA,105.0,11342.06,miscellaneous_expense
31 Jan 24,Credit,NEFT/ZOMATO LIMITED,14424.29,25766.35,other_income
01 Feb 24,Debit,UPI/BAKIYARA,200.0,25566.35,miscellaneous_expense
02 Feb 24,Debit,UPI/BALAJI N,20000.0,5566.35,miscellaneous_expense
02 Feb 24,Debit,UPI/PUMP 1 K,1000.0,4566.35,fuel
03 Feb 24,Credit,NEFT/BUNDL TECHNOLOGI,697.55,5263.9,other_income
03 Feb 24,Credit,NEFT/BUNDL TECHNOLOGI,5575.59,10839.49,other_income
04 Feb 24,Debit,UPI/DEEPADEE,2000.0,8839.49,miscellaneous_expense
04 Feb 24,Debit,UPI/POTHYS P,6255.0,2584.49,shopping
05 Feb 24,Credit,IMPS/HOTEL JAIH,4000.0,6584.49,other_income
07 Feb 24,Debit,UPI/JIO,300.1,6284.39,mobile_recharge
07 Feb 24,Credit,NEFT/ZOMATO LIMITED,13043.5,19327.89,other_income
07 Feb 24,Credit,NEFT/BUNDL TECHNOLOGI,923.28,20251.17,other_income
07 Feb 24,Credit,NEFT/BUNDL TECHNOLOGI,4754.84,25006.01,other_income
07 Feb 24,Debit,UPI/THIYAGHA,20000.0,5006.01,miscellaneous_expense
08 Feb 24,Debit,UPI/ASWINS H,655.0,4351.01,miscellaneous_expense
08 Feb 24,Debit,UPI/ASWINS H,2750.0,1601.01,miscellaneous_expense
09 Feb 24,Credit,NEFT/BUNDL TECHNOLOGI,3831.53,5432.54,other_income
09 Feb 24,Credit,NEFT/BUNDL TECHNOLOGI,955.51,6388.05,other_income
11 Feb 24,Debit,UPI/ADD-MONEY@,1000.0,5388.05,miscellaneous_expense
11 Feb 24,Debit,UPI/PARTHIPA,3800.0,1588.05,miscellaneous_expense
11 Feb 24,Debit,UPI/ANBARASA,500.0,1088.05,miscellaneous_expense
12 Feb 24,Debit,UPI/LABURAM,190.0,898.05,miscellaneous_expense
12 Feb 24,Debit,UPI/SIMPLCHE,400.0,498.05,miscellaneous_expense
13 Feb 24,Credit,NEFT/BUNDL TECHNOLOGI,7186.12,7684.17,other_income
13 Feb 24,Credit,NEFT/BUNDL TECHNOLOGI,2228.77,9912.94,other_income
13 Feb 24,Debit,UPI/ALAGURAJ,3800.0,6112.94,miscellaneous_expense
14 Feb 24,Debit,UPI/SUNDARIM,800.0,5312.94,miscellaneous_expense
14 Feb 24,Credit,NEFT/ZOMATO LIMITED,15682.39,20995.33,other_income
15 Feb 24,Debit,UPI/ADD-MONEY@,1000.0,19995.33,miscellaneous_expense
15 Feb 24,Credit,NEFT/BUNDL TECHNOLOGI,907.2,20902.53,other_income
15 Feb 24,Credit,NEFT/BUNDL TECHNOLOGI,6172.43,27074.96,other_income
15 Feb 24,Debit,UPI/THIYAGHA,25000.0,2074.96,miscellaneous_expense
17 Feb 24,Debit,UPI/HDFC BAN,1000.0,1074.96,miscellaneous_expense
17 Feb 24,Debit,UPI/MAHENDRA,240.0,834.96,miscellaneous_expense
18 Feb 24,Debit,MONTHLY MAINTENANCE CHARGES,590.0,244.96,fees_charges
20 Feb 24,Credit,NEFT/BUNDL TECHNOLOGI,5087.15,5332.11,other_income
20 Feb 24,Credit,NEFT/BUNDL TECHNOLOGI,1736.57,7068.68,other_income
21 Feb 24,Debit,UPI/ASWINS H,495.0,6573.68,miscellaneous_expense
21 Feb 24,Debit,UPI/JAYALAKS,770.0,5803.68,miscellaneous_expense
21 Feb 24,Debit,UPI/R SYED A,240.0,5563.68,miscellaneous_expense
21 Feb 24,Credit,NEFT/ZOMATO LIMITED,15335.63,20899.31,other_income
22 Feb 24,Debit,UPI/AMMA KAN,300.0,20599.31,miscellaneous_expense
22 Feb 24,Debit,UPI/MR RAJI,1600.0,18999.31,miscellaneous_expense
22 Feb 24,Debit,UPI/MD RAMAZ,1200.0,17799.31,miscellaneous_expense
22 Feb 24,Debit,UPI/SANTHOSH,1300.0,16499.31,miscellaneous_expense
22 Feb 24,Debit,UPI/SHARMILN,1680.0,14819.31,miscellaneous_expense
22 Feb 24,Debit,UPI/SUBRAHMA,5930.0,8889.31,miscellaneous_expense
22 Feb 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,288.14,9177.45,other_income
22 Feb 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,4253.18,13430.63,other_income
22 Feb 24,Debit,TO ONL UPI/DR/MLAKSHMA,1500.0,11930.63,p2p_transfer
23 Feb 24,Debit,TO ONL UPI/DR/ASWINS H,1460.0,10470.63,p2p_transfer
23 Feb 24,Debit,TO ONL UPI/DR/ASHWIN M,275.0,10195.63,p2p_transfer
23 Feb 24,Debit,TO ONL UPI/DR/APOLLO P,1000.0,9195.63,healthcare_pharmacy
25 Feb 24,Debit,TO ONL UPI/DR/MANNA ME,960.0,8235.63,p2p_transfer
27 Feb 24,Debit,TO POS : HOTEL JAIHIND DHABA,100.0,8135.63,entertainment_dining_out
27 Feb 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,8987.52,17123.15,other_income
27 Feb 24,Debit,TO ONL UPI/DR/SARATH E,350.0,16773.15,p2p_transfer
28 Feb 24,Credit,BY NEFT TRF : ZOMATO LIMITED,17501.63,34274.78,other_income
28 Feb 24,Debit,TO ONL UPI/DR/MR BALAJ,6100.0,28174.78,p2p_transfer
29 Feb 24,Debit,TO ONL UPI/DR/R THANGA,26000.0,2174.78,p2p_transfer
05 Mar 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,11659.26,13834.04,other_income
06 Mar 24,Debit,TO ONL UPI/DR/VINO3B10,10000.0,3834.04,p2p_transfer
06 Mar 24,Credit,BY NEFT TRF: ZOMATO LIMITED,13981.05,17815.09,other_income
07 Mar 24,Debit,TO ONL UPI/DR/BHUDARAM,600.0,17215.09,p2p_transfer
07 Mar 24,Debit,TO ONL UPI/DR/THENNADU,4725.0,12490.09,p2p_transfer
07 Mar 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,9586.18,22076.27,other_income
07 Mar 24,Debit,TO ONL UPI/DR/PURUSHOT,900.0,21176.27,p2p_transfer
08 Mar 24,Debit,TO ONL UPI/DR/P JAYALA,1040.0,20136.27,p2p_transfer
08 Mar 24,Debit,TO ONL UPI/DR/VINO3B10,6354.0,13782.27,p2p_transfer
08 Mar 24,Debit,TO ONL UPI/DR/SRI KRIS,657.0,13125.27,p2p_transfer
08 Mar 24,Debit,TO ONL UPI/DR/72999096,700.0,12425.27,p2p_transfer
10 Mar 24,Debit,TO ONL UPI/DR/MR RAJEN,100.0,12325.27,p2p_transfer
12 Mar 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,6281.88,18607.15,other_income
13 Mar 24,Credit,BY NEFT TRF: ZOMATO LIMITED,15368.84,33975.99,other_income
13 Mar 24,Debit,TO ONL UPI/DR/BHARAT P,1129.0,32846.99,p2p_transfer
13 Mar 24,Debit,TO ONL UPI/DR/SIDHEEQ,115.0,32731.99,p2p_transfer
14 Mar 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,8500.66,41232.65,other_income
18 Mar 24,Debit,TO ONL UPI/DR/MR RADHA,40000.0,1232.65,p2p_transfer
19 Mar 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,7870.42,9103.07,other_income
19 Mar 24,Debit,TO ONL UPI/DR/HOTEL JA,10.0,9093.07,entertainment_dining_out
20 Mar 24,Credit,BY ONL UPI/CR/HOTEL JA,10.0,9103.07,entertainment_dining_out
20 Mar 24,Credit,BY NEFT TRF: ZOMATO LIMITED,9948.94,19052.01,other_income
20 Mar 24,Debit,TO ONL UPI/DR/HOTEL JA,500.0,18552.01,entertainment_dining_out
20 Mar 24,Debit,TO ONL UPI/DR/HOTEL JA,10.0,18542.01,entertainment_dining_out
20 Mar 24,Debit,TO ONL UPI/DR/SARATH E,3600.0,14942.01,p2p_transfer
21 Mar 24,Debit,TO ONL UPI/DR/PEEKU PA,800.0,14142.01,p2p_transfer
21 Mar 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,6173.57,20315.58,other_income
22 Mar 24,Debit,TO ONL UPI/DR/HATSUN A,412.53,19903.05,p2p_transfer
23 Mar 24,Debit,TO MONTHLY MAINTENANCE CHARGES,649.0,19254.05,fees_charges
24 Mar 24,Debit,TO ONL UPI/DR/MR EZHIL,17300.0,1954.05,p2p_transfer
26 Mar 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,10021.32,11975.37,other_income
26 Mar 24,Debit,TO ONL UPI/DR/NAVEENKU,2520.0,9455.37,p2p_transfer
27 Mar 24,Credit,BY NEFT TRF: ZOMATO LIMITED,18385.88,27841.25,other_income
27 Mar 24,Debit,TO ONL UPI/DR/CHANDRU,2500.0,25341.25,p2p_transfer
28 Mar 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,8037.66,33378.91,other_income
28 Mar 24,Debit,TO ONL UPI/DR/ROSHAN T,27764.0,5614.91,p2p_transfer
01 Apr 24,Debit,TO ONL UPI/DR/R THANGA,100.0,5514.91,p2p_transfer
03 Apr 24,Credit,BY NEFT TRF : ZOMATO LIMITED,18348.43,23863.34,other_income
03 Apr 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,9722.31,33585.65,other_income
04 Apr 24,Debit,TO ONL UPI/DR/SRIIYANA,30450.0,3135.65,p2p_transfer
04 Apr 24,Debit,TO ONL UPI/DR/JAIHIND,10.0,3125.65,entertainment_dining_out
04 Apr 24,Credit,BY ONL 0000IMPSAXB409600992799 : GOOGLEINDI,1845.0,4970.65,other_income
05 Apr 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,3333.13,8303.78,other_income
05 Apr 24,Debit,TO ONL UPI/DR/KUMAR TR,2500.0,5803.78,p2p_transfer
06 Apr 24,Credit,BY ONL 0000IMPSAXB409800249890 : GOOGLEINDI,2280.0,8083.78,other_income
07 Apr 24,Credit,BY CREDIT: IMPS MANUAL CR,1880.0,9963.78,other_income
08 Apr 24,Credit,BY ONL 0000IMPSAXB409901537175 : GOOGLEINDI,2625.0,12588.78,other_income
08 Apr 24,Debit,TO ONL UPI/DR/KARTHIKR,40.0,12548.78,p2p_transfer
09 Apr 24,Credit,BY ONL 0000IMPSAXB410001098391 : GOOGLEINDI,1920.0,14468.78,other_income
09 Apr 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,12887.06,27355.84,other_income
10 Apr 24,Credit,BY ONL 0000IMPSAXB410101372399 : GOOGLEINDI,2371.0,29726.84,other_income
10 Apr 24,Credit,BY NEFT TRF : ZOMATO LIMITED,15142.27,44869.11,other_income
10 Apr 24,Credit,BY ONL 0000IMPSAXB410201042645 : GOOGLEINDI,4190.0,49059.11,other_income
12 Apr 24,Credit,BY ONL 0000IMPSAXB410301594122 : GOOGLEINDI,2280.0,51339.11,other_income
12 Apr 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,8373.38,59712.49,other_income
12 Apr 24,Debit,TO ONL UPI/DR/ANNAI ST,7260.0,52452.49,p2p_transfer
12 Apr 24,Debit,TO ONL UPI/DR/99400726,15500.0,36952.49,p2p_transfer
12 Apr 24,Debit,UPI/DR/HOTEL JA,10.0,36942.49,entertainment_dining_out
12 Apr 24,Debit,UPI/DR/RTHANGAM,10.0,36932.49,miscellaneous_expense
12 Apr 24,Credit,REVERSAL FOR JOURNAL,10.0,36942.49,refund_reversal
12 Apr 24,Debit,UPI/DR/GAJASHIC,12060.0,24882.49,miscellaneous_expense
12 Apr 24,Credit,IMPS/GOOGLEINDI,1355.0,26237.49,other_income
13 Apr 24,Credit,IMPS/GOOGLEINDI,2165.0,28402.49,other_income
14 Apr 24,Debit,UPI/DR/ROSHAN T,16404.0,11998.49,miscellaneous_expense
14 Apr 24,Debit,UPI/DR/NAVEENKU,1600.0,10398.49,miscellaneous_expense
15 Apr 24,Credit,IMPS/GOOGLEINDI,3530.0,13928.49,other_income
16 Apr 24,Credit,IMPS/GOOGLEINDI,2325.0,16253.49,other_income
16 Apr 24,Credit,NEFT/BUNDL TECHNOLOGI,15000.44,31253.93,business_income
16 Apr 24,Debit,UPI/DR/MUHAMMED,1240.0,30013.93,miscellaneous_expense
17 Apr 24,Credit,IMPS/GOOGLEINDI,1400.0,31413.93,other_income
17 Apr 24,Credit,NEFT/ZOMATO LIMITED,21953.19,53367.12,business_income
18 Apr 24,Credit,IMPS/GOOGLEINDI,1735.0,55102.12,other_income
18 Apr 24,Credit,NEFT/BUNDL TECHNOLOGI,9510.85,64612.97,business_income
18 Apr 24,Debit,UPI/DR/PARTHIPA,1.0,64611.97,miscellaneous_expense
19 Apr 24,Credit,IMPS/GOOGLEINDI,1550.0,66161.97,other_income
19 Apr 24,Debit,ATM WDL,20000.0,46161.97,cash_withdrawal
19 Apr 24,Debit,ATM WDL,20000.0,26161.97,cash_withdrawal
19 Apr 24,Debit,ATM WDL,20000.0,6161.97,cash_withdrawal
20 Apr 24,Credit,IMPS/GOOGLEINDI,1820.0,7981.97,other_income
21 Apr 24,Credit,IMPS/GOOGLEINDI,1830.0,9811.97,other_income
21 Apr 24,Debit,MONTHLY MAINTENANCE CHARGES,590.0,9221.97,fees_charges
21 Apr 24,Credit,IMPS/GOOGLEINDI,2880.0,12101.97,other_income
22 Apr 24,Debit,UPI/DR/WWWSEKAR,8500.0,3601.97,miscellaneous_expense
22 Apr 24,Credit,IMPS/HOTEL JAIH,50000.0,53601.97,other_income
22 Apr 24,Debit,ATM WDL,20000.0,33601.97,cash_withdrawal
22 Apr 24,Debit,ATM WDL,20000.0,13601.97,cash_withdrawal
22 Apr 24,Debit,ATM WDL,10000.0,3601.97,cash_withdrawal
22 Apr 24,Debit,UPI/DR/APOLLO P,502.26,3099.71,healthcare_pharmacy
22 Apr 24,Credit,IMPS/GOOGLEINDI,1920.0,5019.71,other_income
23 Apr 24,Credit,NEFT/BUNDL TECHNOLOGI,8222.61,13242.32,business_income
24 Apr 24,Credit,IMPS/GOOGLEINDI,2820.0,16062.32,other_income
24 Apr 24,Credit,NEFT/ZOMATO LIMITED,23419.06,39481.38,business_income
24 Apr 24,Credit,IMPS/GOOGLEINDI,2160.0,41641.38,other_income
25 Apr 24,Credit,NEFT/BUNDL TECHNOLOGI,3714.07,45355.45,business_income
26 Apr 24,Credit,IMPS/GOOGLEINDI,1810.0,47165.45,other_income
26 Apr 24,Credit,IMPS/GOOGLEINDI,1650.0,48815.45,other_income
27 Apr 24,Credit,IMPS/GOOGLEINDI,1495.0,50310.45,other_income
28 Apr 24,Debit,SMS CHARGES,33.0,50277.45,fees_charges
